feature_id,consensus_mz,consensus_rt,n_batches,phylum,kingdom,target_detected,bg_detected,detection_rate,specificity,exclusivity,log2fc,mean_target,mean_background,batch_confirm,batch_rate,composite_score,n_target_samples,n_target_batches,biomarker_quality,biomarker_tier,ls_LipidMolec,ls_ClassKey,ls_Grade,annot_tier,h_mol_species,h_species,h_class,best_annotation,annotation_level,hs_mol_species,hs_class,ms2_class,ms2_subclass,ms2_confidence,ms2_hits,propagated_classes,unified_annotation,unified_class,annotation_source,has_ms2,rt_class_used,rt_valid,rt_status,expected_rt_range,rt_deviation_min,rt_predicted_species,rt_prediction_confidence,rt_prediction_error_min,annot_confidence,archlips_annotation,archlips_source,archlips_confidence,clean_annotation,annotation_depth,clean_annotation_source,sanity_flag,exclusivity_flag,max_leakage_pct,leakage_to,n_phyla_detected,sirius_formula,sirius_adduct,has_formula,sirius_lipidClass,canopus_formula,canopus_adduct,npc_pathway,npc_pathway_prob,npc_superclass,npc_superclass_prob,npc_class,npc_class_prob,cf_superclass,cf_superclass_prob,cf_class,cf_class_prob,cf_subclass,cf_subclass_prob,has_canopus,csi_name,csi_smiles,csi_inchikey,csi_confidence,csi_score,msnovelist_smiles,msnovelist_name,has_denovo,discovery_method,n_batches_indicator,mean_indval,min_indval,mean_A,mean_B,batches,annotation_tier
A15_37699,672.50404,4.6359,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8106826158953985,0.7067909398485869,0.9874803450163125,0.6785714285714286,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_622,434.274775,1.6491,2.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8106041147621225,0.6975577528054381,0.6698585108209258,1.0,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_39746,483.308467,4.4899,6.0,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8106005821997229,0.7665703941447469,0.6590119613226861,1.0,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_38171,483.308499,4.479,6.0,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8106005821997229,0.7665703941447469,0.6590119613226861,1.0,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Bronze
A15_214046,1056.805852,20.2394,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8105746719894196,0.6315517826469116,0.8885093208615409,0.75,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_183981,808.665744,17.0024,4.0,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8105445756577321,0.7776875646027799,0.8092615793380891,0.8333333333333333,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Bronze
A15_160407,877.546902,15.0157,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8105439810552306,0.7002510863632844,0.6691460678443909,1.0,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_129842,731.422582,12.5903,3.0,Bacillota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8105322569936706,0.6987830866748833,0.7152283356525857,0.9210526315789473,"batch_05_OE25-1-ALL,batch_06_ALL-25-2",Unidentified
A15_54512,666.457421,5.8706,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8105177101964551,0.6865328064786405,0.8294203130158335,0.8,"batch_01_OE11-3-POS,batch_03_OE23-POS",Unidentified
A15_83191,780.560442,8.0468,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8103152018001609,0.7317804845534707,0.6627784280814532,1.0,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_44144,396.346482,5.1686,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8102797318413343,0.6324555320336759,0.9881746898700987,0.7,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_122194,569.455884,11.6289,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,3.0,0.8102117440561484,0.614470698115647,0.7372331576845479,0.9333333333333332,"batch_01_OE11-3-POS,batch_02_OE21-4-POS,batch_03_OE23-POS",Bronze
A15_200467,863.532136,18.709,2.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8102097029648974,0.7752651512012781,0.8005180273335704,0.8571428571428572,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_62989,583.414548,6.5429,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,3.0,0.8101430511027278,0.6090450503636691,0.8642938133587471,0.7666666666666666,"batch_01_OE11-3-POS,batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_171194,303.231123,16.2079,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8101243516736032,0.6255812432979384,0.9838715429981739,0.7,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_175949,303.231086,16.3338,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8101243516736032,0.6255812432979384,0.9838715429981739,0.7,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_162620,948.659558,15.4611,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8100969399962021,0.7750396252638876,0.875429012955742,0.7571428571428571,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_53862,829.506665,5.7785,2.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8100539773708345,0.6964089375976267,0.9826970016916958,0.6785714285714286,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_145442,677.55565,13.8304,3.0,Bacillota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.809980809001789,0.7615665427246261,0.983319665831283,0.6684210526315789,"batch_02_OE21-4-POS,batch_06_ALL-25-2",Bronze
A15_43099,666.456012,5.0051,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,3.0,0.8099115822468362,0.5911973676503328,0.9001783326203748,0.7523809523809524,"batch_01_OE11-3-POS,batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_163144,953.526013,15.4348,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8098754619849999,0.7745966692414834,1.0,0.6571428571428571,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_192026,768.590394,17.6793,4.0,Actinomycetota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8098516562472525,0.6347702162995139,0.6865132157405918,1.0,"batch_01_OE11-3-POS,batch_06_ALL-25-2",Bronze
A15_118297,746.531567,11.5753,4.0,Pseudomonadota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8098473011580025,0.705592985500765,0.9156523441200008,0.75,"batch_05_OE25-1-ALL,batch_06_ALL-25-2",Bronze
A15_180082,756.645163,16.9087,2.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8098165411032467,0.6986795024389817,0.9122307951716806,0.75,"batch_02_OE21-4-POS,batch_03_OE23-POS",Bronze
A15_214864,860.733842,20.2264,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8096945622152594,0.6952401587265186,0.6687050945589239,1.0,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_132243,654.53011,12.6684,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8095997822789841,0.7412855945968195,0.7059106634345825,0.9285714285714286,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_51629,610.273743,5.4807,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8095540222026014,0.648724433517863,0.8916655667824482,0.75,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_90664,788.505612,8.8027,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8095500444699254,0.7181468942221164,0.7313688652991561,0.9285714285714286,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_76854,607.290694,7.5544,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8095324507460454,0.724637710492175,0.9594623350339235,0.6857142857142857,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_78110,607.290761,7.5751,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8095324507460454,0.724637710492175,0.9594623350339235,0.6857142857142857,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_62645,535.270329,6.6499,2.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8095276322753888,0.654446219919244,0.9649184683868322,0.7142857142857143,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_185447,647.571962,17.5376,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8094794525202491,0.6765268840711745,0.9017776819452142,0.75,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_190822,783.608347,17.7931,5.0,Actinomycetota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8094672307362077,0.8061563731188731,0.9828722391208609,0.6666666666666666,"batch_01_OE11-3-POS,batch_06_ALL-25-2",Bronze
A15_118542,337.273009,11.5565,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,3.0,0.8094134010592965,0.7376987771921077,0.7030848854136186,0.9333333333333332,"batch_01_OE11-3-POS,batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_94955,704.484052,9.1885,5.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.809382958441422,0.6854222058834651,0.9053688417492014,0.75,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_119807,634.504584,11.8201,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8093051954272019,0.6875579486314318,0.9061652578109429,0.75,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_201692,761.652057,18.391,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8093002747163078,0.6937398269898849,0.8487992570666061,0.7857142857142857,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_194602,761.650547,18.1824,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8093002747163078,0.6937398269898849,0.8487992570666061,0.7857142857142857,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_196688,761.650822,18.2411,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8093002747163078,0.6937398269898849,0.8487992570666061,0.7857142857142857,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_201183,761.651822,18.3785,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8093002747163078,0.6937398269898849,0.8487992570666061,0.7857142857142857,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_199469,761.651996,18.3158,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8093002747163078,0.6937398269898849,0.8487992570666061,0.7857142857142857,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_124293,1557.037479,11.7333,2.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8092538783482764,0.6324555320336759,0.9861494948813044,0.7,"batch_01_OE11-3-POS,batch_03_OE23-POS",Unidentified
A15_77911,744.480555,7.5431,5.0,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8090534903861643,0.639480199479495,0.7242161438475866,0.9166666666666667,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Bronze
A15_167460,802.618445,15.802,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8090379524368081,0.7028894567887602,0.9128367058438858,0.75,"batch_01_OE11-3-POS,batch_03_OE23-POS",Unidentified
A15_136883,609.487116,13.0634,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8089113173829587,0.7745966692414834,0.9977210202542299,0.6571428571428571,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_45174,794.503493,5.073,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8089029154624148,0.7745966692414834,0.9977011832427118,0.6571428571428571,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Bronze
A15_67836,583.41471,6.8488,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8088405947880002,0.7714505254223344,0.9136752908684701,0.7285714285714285,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_105036,806.508652,10.2139,2.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8088099250644307,0.6546536707079771,0.9636519313542273,0.7142857142857143,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_122036,858.538865,11.8252,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8087741223030821,0.678866690329433,0.670991521789109,1.0,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_212509,684.649905,20.1334,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8087636982589101,0.6711253515753416,0.7105771372264762,0.9285714285714286,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_73007,427.356787,7.2346,5.0,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8087414663287553,0.7817839710234156,0.7545598594093376,0.8888888888888888,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Bronze
A15_75972,427.356785,7.2793,5.0,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8087414663287553,0.7817839710234156,0.7545598594093376,0.8888888888888888,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Bronze
A15_114945,690.52981,10.9191,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8087176244582448,0.6276222344579612,0.6868197363887415,1.0,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_198813,926.74395,18.5755,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8086941472639441,0.7776936961264976,0.6549472517896828,1.0,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_146927,535.471405,14.0922,4.0,Bacillota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,3.0,0.8086514460370774,0.8029373245344538,0.7501912979396922,0.8807017543859649,"batch_02_OE21-4-POS,batch_05_OE25-1-ALL,batch_06_ALL-25-2",Bronze
A15_193768,1024.741958,18.139,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.808643234783311,0.6257484533729615,0.6873543822279565,1.0,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_40244,481.29202,4.6365,5.0,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8085590435812733,0.7717052219947618,0.699796113159544,0.9444444444444444,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Bronze
A15_21533,812.51511,3.1559,2.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8085248727335232,0.6412874955542188,0.6816808101545727,1.0,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_106666,307.225997,10.1605,4.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8085004418284321,0.7745966692414834,0.9967514023253563,0.6571428571428571,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Unidentified
A15_198379,874.703146,18.6205,2.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8084630934776982,0.7048976293721148,0.9820950536387678,0.6785714285714286,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_182959,635.571748,17.4228,3.0,Streptophyta,Viridiplantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8083492720849084,0.7067797135826599,0.982509725848628,0.6785714285714286,"batch_02_OE21-4-POS,batch_03_OE23-POS",Unidentified
A15_22003,318.299565,2.9336,5.0,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8083403416756432,0.7322224411051177,0.7374346809952781,0.9166666666666667,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Bronze
A15_20428,318.299549,2.9121,5.0,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indval_consensus,2.0,0.8083403416756432,0.7322224411051177,0.7374346809952781,0.9166666666666667,"batch_01_OE11-3-POS,batch_02_OE21-4-POS",Bronze
